Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Alberton,,registrations@royalschools.co.za,+27 (0) 12 324 1069,https://www.royalschools.co.za/sky-city-private-schools-johannesburg.html,https://saprivateschools.co.za/listing/royal-high-school-sky-city/,Co-Ed (Mixed),English,CAPS,Instagram,YouTube,7:00 am - 3:00 pm,"In 1993 the Fourie family started one of the first affordable private schools in South Africa. In many cases learners had limited opportunities to receive quality education. With an engrained passion for education, and the support of dedicated and loyal people, the Fouries have managed to establish and grow a successful organisation over the last 28 years. corner Lemon Shark and Kingfish street Sky City Watervalspruit, 1724, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","corner Lemon Shark and Kingfish street Sky City Watervalspruit, 1724, South Africa"
Gauteng,Centurion,fhadmissions@pinnaclecolleges.co.za,,,https://saprivateschools.co.za/listing/pinnacle-pre-school-copperleaf/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Pinnacle College Copperleaf is a co-ed private day School located in Mnandi, Centurion near the Ernie Els Golf Course. We offer Grade 00-12. Copperleaf is a member of ISASA â€“ which is the Independent Schools Association of Southern Africa, and our education is evaluated regularly to assure our quality.off Ernie Els Blvd, Centurion, 0149, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","off Ernie Els Blvd, Centurion, 0149, South Africa"
Limpopo,Polokwane,accounts@mepsschool.co.za,,,https://saprivateschools.co.za/listing/myngenoegen-english-private-pre-school/,CAPS,,Limpopo,Facebook,Twitter,7:00 am - 3:00 pm,"Myngenoegen English Private School (MEPS) was established in 1996 as an educational institution for the express purpose of providing good quality education to the many needy students of South Africa, in the face of space shortages in the educational field and to especially to serve with achieving fluency in the language of choice of the country in the face of demands from the various field of science, business, education etc. nationally and internationally. At Myngenoegen English Private School, your child will get to express his creativity through movement, dance, drama, music, visual arts, and more!Myngenoegen English Private School, Polokwane, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","Myngenoegen English Private School, Polokwane, South Africa, South Africa"
Western Cape,Cape Town,info.durbanville@reddam.house,,,https://saprivateschools.co.za/listing/chesterhouse-high-school-reddam-house/,IEB,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.Falcon St, Durbanville, Cape Town, 7550, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","Falcon St, Durbanville, Cape Town, 7550, South Africa"
Gauteng,Jhb East,abotha@saheti.co.za,,,https://saprivateschools.co.za/listing/saheti-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"From the outset, SAHETI's approach to education was dynamic and innovative. The school has become known for its enlightened teaching methods, consistent academic excellence and rich cultural life. The expansive grounds have allowed for development of enviable sports facilities, to cater for a wide variety of activities. ? Today this vibrant school ranks amongst the finest independent schools in South Africa. Its enrolment of about 1 300 boys and girls is spread over a Playschool, Pre-Primary School, Primary School and High School. SAHETI is situated in Senderwood, Bedfordview, on the eastern outskirts of Johannesburg ? AWARD-WINNING FACILITIES The school campus has evolved as part of a unique design which incorporates award-winning, modern buildings and expansive sports grounds. Facilities include a state of the art Music Centre and a Playschool for children aged 15 months to three years. ACADEMIC EXCELLENCE Fostering a curiosity about learning has become the cornerstone of SAHETI's success. Pupils are actively involved in their academic explorations, whilst taking responsibility for their academic growth and development.SAHETI School, Civin Drive, Bedford 68-Ir, Germiston, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","SAHETI School, Civin Drive, Bedford 68-Ir, Germiston, South Africa, South Africa"
Bellville,,stonefountain@connectedsa.co.za,,,https://saprivateschools.co.za/listing/stonefountain-college-bellville/,CAPS,,Bellville,Copy link,Copy link,7:00 am - 3:00 pm,"Stonefountain College was established in 2005. Its roots stem from The Al Kalam Educational Society, which served learners in an extra mural academic assistance programme. Learners were assisted with skills development especially with regards to numeracy and literacy. A drug monitoring policy was developed in 2005 and the Stonefountain learners were expected to subject themselves to regular drug testing. This policy of drug testing proved very useful for many of the learners tested, tested positive for drug use and this explained their lack of progress at school. With an improvement of over 90% in drug use, the performance of learners soared and great success was achieved. This drug policy caught the eye of the Minister of Education, Grace Naledi Pandor, and the college drug policy has since become the benchmark for similar policies at all public schools across the country. In 2010, Stonefountain opened its second campus in Kenilworth as demand at the Athlone campus surpassed the available facilities there. It is indeed stimulating that schools like Stonefountain have found a special educational niche. Schools like Stonefountain independent schools charging modest fees should be drawn on to assist innovation in public schools.26 Voortrekker Rd Standard Bank Building , South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","26 Voortrekker Rd Standard Bank Building , South Africa"
Mpumalanga,,getadmin@metropolitangroup.co.za,,,https://saprivateschools.co.za/listing/metropolitan-college/,CAPS,,Mpumalanga,,,7:00 am - 3:00 pm,"We are an Independent, Boarding, Inspired and Eco-Friendly school with Embedded Technology that operate in three Campuses in White River, Mpumalanga-South Africa and one campus in Mananga Swaziland.2 Hennie Van Til St, White River, 1240, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","2 Hennie Van Til St, White River, 1240, South Africa"
Arcadia,Gauteng,lsteinbrucker@aisj-jhb.com,,,https://saprivateschools.co.za/listing/american-international-pre-school-johannesburg/,CAPS,,Arcadia,Grade RR,Grade R,7:00 am - 3:00 pm,"As South Africa continues to attract foreign companies and diplomatic missions, AISJ's growth will be directly connected with South Africa's renaissance. Our diverse student population today stands at approximately 107 nationalities school-wide and AISJ provides an atmosphere in which students can maximize the academic potential in a safe and encouraging environment. To maintain the school's strong tradition of providing an excellent balanced program, while attracting new students, AISJ will have to continue growing, and the school's Facilities Master Plans foresees a Johannesburg campus that can accommodate 1050 students, and a Pretoria Campus that can accommodate 300 students. In short, the school is well positioned to accommodate projected growth. For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page:Scorpion Trail St, Knopjeslaagte, Midrand, 1682, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:38 am local time","Scorpion Trail St, Knopjeslaagte, Midrand, 1682, South Africa"
Kwazulu Natal,Durban,edendurban@gmail.com,,,https://saprivateschools.co.za/listing/eden-pre-school/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:00 pm,"Eden College gives you a place to be YOU! Eden Durban is a small, caring, co-educational independent school that builds on a firmly established reputation of excellence spanning over 40 years. This leading secular school provides a unique and vibrant educational experience for students from grade 000 to grade 12. It offers a holistic curriculum that includes a wide range of set and optional subjects, sport and cultural pursuits.Dan Pienaar Rd & Wanless Road, Glenwood, Durban, 4001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Dan Pienaar Rd & Wanless Road, Glenwood, Durban, 4001, South Africa"
Western Cape,George,administrator@vineschool.co.za,+27 (0)21 696 3220,https://www.thevineschool.org.za/,https://saprivateschools.co.za/listing/vine-christian-high-school/,Co-Ed (Mixed),English,CAPS,George,Facebook,7:00 am - 3:00 pm,"The Christian ethos and grace-based culture makes for a happy, peaceful atmosphere In small classes of no more than 16 pupils we give personal attention to every child We provide a safe environment with a focus on healthy relations and character development Ambleside Schools International membership secures an outstanding curriculum and a global network of accountability and support. Our unique teaching methods nurture curiosity and a life-long love of learning Our teachers love the children and are passionate about teaching and learning ?143 Mitchell St, Bodorp, George, 6529, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","143 Mitchell St, Bodorp, George, 6529, South Africa"
Kwazulu Natal,Durban,info@wonderkids.co.za,,,https://saprivateschools.co.za/listing/wonderkids-montessori-pre-school/,IEB,,Kwazulu Natal,Grade RR,Grade R,7:00 am - 3:00 pm,"The Wonderkids Montessori Preschool & Training Centre is situated in Durban, South Africa with branches in Johannesburg and Pietermaritzburg. ? Mission Statement To strive to nurture our children and help them to develop holistically to the best of their ability. To provide a stimulating and rich environment conducive to the Montessori philosophy of education where the children are cared for with love and respect ?44 Raftery Cres, Sparks, Berea, 4091, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","44 Raftery Cres, Sparks, Berea, 4091, South Africa"
Gauteng,Randburg,office@flemingpreprimary.co.za,,,https://saprivateschools.co.za/listing/fleming-pre-primary-centre/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Fleming Pre-primary is a co-educational pre-school catering for pupils aged 3 to 6 years. The five classrooms are well equipped and have access to the lovely garden. The grassed playgrounds provide many opportunities for large muscle development, sand play, water trough activities and games. The school has a solar heated swimming pool for summer classes. A small computer room provides tuition for 8 pupils at a time. See Randburg area on map to see other schools nearby.5 Abercorn Ave S, Craighall Park, Randburg, 2196, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","5 Abercorn Ave S, Craighall Park, Randburg, 2196, South Africa"
Atlantic Seaboard,Western Cape,admission.houtbay@iesmail.com,,,https://saprivateschools.co.za/listing/hout-bay-international-high-school/,CAPS,,Atlantic Seaboard,Facebook,Twitter,7:00 am - 3:00 pm,"Hout Bay International School is more than a school - it is a community of diverse individuals and families, a centre for academic excellence, for some a home away from home and yet more importantly a family for all those that are part of it. Few schools can boast that they belong to two international organisations spanning across almost every continent of the globe. The first being the International Education Systems (IES), a family of international schools committed to quality educational experiences for all who attend and, second, the International Baccalaureate Organisation (IBO), renowned for its high quality and rigorous academic programme. 61 Main Rd, Hout Bay, Cape Town, 7806, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","61 Main Rd, Hout Bay, Cape Town, 7806, South Africa, South Africa"
North West,Mahikeng,admin@issa.co.za,,,https://saprivateschools.co.za/listing/international-high-school-of-south-africa/,CAPS,,North West,Facebook,Twitter,7:00 am - 3:00 pm,"The International School of South Africa is an independent junior and senior boarding school situated on a superbly landscaped estate of 54 hectares on the outskirts of Mafikeng. It is owned and administered by a board of governors and it is a member of the Independent Schools Association of South Africa (ISASA) as well as the European Council of International Schools (ECIS). The School is co-educational, and ranges from primary to post-matriculation (A-level).The Primary (360 students) and Senior (450 pupils) schools are integrated on the same site. In both schools, small classes enable teachers to give students personal and detailed attention. With students from 18 different countries, the school provides an excellent opportunity for exchanging ideas, sharing cultures and developing international relations. Our students are drawn from South Africa itself, other African countries, the United Kingdom, Europe, the Indian sub-continent and the Far East. William Dick Avenue & Nelson Mandela Dr, Mafikeng Industrial, Mahikeng, 2745, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","William Dick Avenue & Nelson Mandela Dr, Mafikeng Industrial, Mahikeng, 2745, South Africa, South Africa"
Eastern Cape,Elliot,stonehouseschool@gmail.com,,,https://saprivateschools.co.za/listing/stone-house-pre-school/,CAPS,,Eastern Cape,Facebook,Twitter,7:00 am - 3:00 pm,"The name was inspired by the structure that will house the school. This building is an old stone house/hotel on the farm Navar just outside Elliot in the Eastern Cape.? The imagery in the logo simply includes a silhouette of happy children, the stone pillars not only represent the building but the building blocks and foundation of the most crucial years of a child's education. The butterfly is representative of the source from where the motto came. Nevar Farm, Elliot, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Nevar Farm, Elliot, South Africa"
Alberton,Gauteng,optim-ed@vodamail.co.za,,,https://saprivateschools.co.za/listing/optim-ed-learning-centre-pre-school/,IEB,,Alberton,Grade RR,Grade R,7:00 am - 3:00 pm,"Optim-Ed Learning Centre is an independent special needs school located in Alberton Johannesburg. We cater for learners aged between 3 years to 18 years of age that have special educational or physical needs. Optim-Ed Learning Centre is registered with the Department of Education as a special needs school. The school was founded in 2009 by Morgen Erasmus and Dr Tracey Naude and is founded on Christian principles. Our aim is to allow each individual the opportunity to reach his/her fullest potential and be an active member of society. Our motto is ""A Window of Opportunity"". We believe that working holistically we give learners the opportunity to reach their potential. ? Mission and Vision Statement To provide all learners with a nurturing, structured and stimulating learning environment in which each child can develop his/her unique personality and positive self-concept through education, support, play and love. Emotional and social skills to become functional citizens in society where they may make a contribution in a sheltered working environment.Optim - Ed Learning Centre, Bamboo St, Brackendowns, Alberton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Optim - Ed Learning Centre, Bamboo St, Brackendowns, Alberton, South Africa, South Africa"
Kwazulu Natal,Pinetown,marketing@hps.co.za,,,https://saprivateschools.co.za/listing/highbury-preparatory-pre-school/,CAPS,,Kwazulu Natal,Grade RR,Grade R,7:00 am - 3:00 pm,"Highbury is an independent school for boys from Grade R to Grade 7, and is situated in the picturesque suburb of Hillcrest on 11ha of park-like grounds. Founded in 1903, the school has a proud tradition of quality education encompassing academics, culture and sport. Highbury caters for more than 550 boys in a vibrant and stimulating learning environment. Dedicated and caring staff, along with superb facilities ensure that every boy is given the opportunity to achieve his personal best. Highbury has a co-educational pre-primary unit, the Weavers' Nest, which caters for Grade 0000 and Grade 00. These 80 children are under the care of six fully qualified pre-primary staff, two teacher assistants and a teaching intern per class. ? See Hillcrest area on map to see other schools nearby.cnr Mcmillan and, Highbury Rd, Hillcrest, 3650, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","cnr Mcmillan and, Highbury Rd, Hillcrest, 3650, South Africa"
Gauteng,Pretoria Central,house@courtney.co.za,,,https://saprivateschools.co.za/listing/courtney-house-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"From Pre-Reception to Year 6 (Grade 6), Courtney House strives towards educational excellence in the global context. Our Junior and Middle Campuses, located in Main Street, Waterkloof, Pretoria, South Africa; provide a safe environment aimed towards optimal learning. Courtney House is an independent English medium school, which exposes your child to a curriculum that is locally relevant and accredited by the University of Cambridge; one of the premier universities in the world. At the heart of our teaching, lies the determination to provide a framework for the highest possible achievement for your child, as well as developing emotional intelligence. For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page: Cnr Charles Bramley Street And, Mackie St, Muckleneuk, Pretoria, 0181, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Cnr Charles Bramley Street And, Mackie St, Muckleneuk, Pretoria, 0181, South Africa"
Gauteng,Jhb East,st.matthews.primary@webmail.co.za,,,https://saprivateschools.co.za/listing/st-matthews-primary-school/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"St Matthews Primary School was founded in 1994 and has been operating since then until today. In 2003, the school was registered as a non-profit organisation with the mission to provide quality education services at very low and competitive rates. In the year 2009, the school was handed over to Mrs Matshediso Elizabeth Matlala, who is now the principal and director. The school has Grade R to Grade 7 classes, and has a total of 150 learners. We aim to be the most sought-after combined primary and secondary school, providing world-class quality education with excellence and high standards at the the most competitive rates in the whole of South Africa. We will make a difference in the lives of ordinary learners by affording them the access to quality education to empower them to realise their destiny. ? ? See Kempton Park area on map to see other schools nearby. 818 Ndebele St, Moroka, Soweto, 1818, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","818 Ndebele St, Moroka, Soweto, 1818, South Africa"
Atlantic Seaboard,Western Cape,info.atlantic@reddam.house,,,https://saprivateschools.co.za/listing/reddam-atlantic-seaboard-pre-school/,CAPS,,Atlantic Seaboard,Grade RR,Grade R,7:00 am - 3:00 pm,"The school is situated on the slopes of Signal Hill, in the heart of the vibrant Atlantic Seaboard with a majestic view of the Cape Town Stadium, the Atlantic Ocean and Robben Island. On the edge of the Cape Town city bowl the historic Reddam House clock tower overlooks the intimate private school grounds. The Secondary School resides in the majestic heritage building while the Early Learning and Preparatory Schools are accommodated in the more modern building, which has been newly refurbished and extended. The canteen is managed by local health food chain Kauai.Reddam House Atlantic Seaboard, Cavalcade Road, Green Point, Cape Town, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Reddam House Atlantic Seaboard, Cavalcade Road, Green Point, Cape Town, South Africa, South Africa"
Gauteng,Northcliff,info@nwcs.co.za,,,https://saprivateschools.co.za/listing/northwest-christian-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Godly children for tomorrow's world. This is not just the school slogan. It is our purpose and mission - to educate children in a way that centres on Jesus as the single most important thing in our lives. Supported by exceptionally well qualified teachers whose lives focus on Jesus, we work together to create an atmosphere of respect and reverence to assist our children to discover the joys of learning. The year 2015 is set to be yet another exciting year for our school. With the ever-increasing demand for sound Christian based education, the school has seen exponential growth. ? See Northcliff area on map to see other schools nearby. Northwest Christian School, Duke of York Drive, Northcliff, Randburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Northwest Christian School, Duke of York Drive, Northcliff, Randburg, South Africa, South Africa"
North West,Rustenburg,admin@rec.co.za,,,https://saprivateschools.co.za/listing/rustenburg-educational-college/,CAPS,,North West,Instagram,YouTube,7:00 am - 3:00 pm,"Vision Lead the way to greater knowledge through professional education on a high standard. We strive to produce responsible and balanced citizens who can cope in the adult world. Mission Educating learners in a classroom environment of only twenty five (25) learners per class. Providing relevant, meaningful and challenging education and staying ahead of education development. Values To instil through example a high standard of ethics and integrity. We value the richness of our cultural diversity. See Rustenburg area on map to see other schools nearby.Rustenburg Educational College (REC) Private High School and Boarding in North West, Machol Street, Olifantsnek / Ntsedimane, Rustenburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","Rustenburg Educational College (REC) Private High School and Boarding in North West, Machol Street, Olifantsnek / Ntsedimane, Rustenburg, South Africa, South Africa"
Gauteng,Sandton,spinfo@sabje.co.za,,,https://saprivateschools.co.za/listing/king-david-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"King David Primary School Sandton is a Jewish primary school catering for students from Grade R through to Grade 7. The school features a fully equipped computer lab; media resource centre including a Library and Audio-visual centre; Israel centre; and a Science laboratory. Culturally, our art room and music centre are a central point of creativity. Our sport facilities encompass amongst other things a 25m swimming-pool, four all-weather tennis courts, three all-weather netball courts and playing fields, all with covered stands and seating areas. Our state-of-the- art Foundation Phase classrooms are spacious air-conditioned rooms equipped with interactive white boards, sliding doors and windows which create a feeling of being at one with nature. For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page.King David Primary School - Sandton, Bowling Avenue, Woodmead, Sandton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","King David Primary School - Sandton, Bowling Avenue, Woodmead, Sandton, South Africa, South Africa"
Gauteng,Johannesburg,secretary@bellavistaschool.co.za,https://www.brescia.co.za/,,https://saprivateschools.co.za/listing/bellavista-primary-school/,Mathematics,Accounting,Music,Business Studies,Tourism,7:00 am - 3:00 pm,"Bellavista School is an independent preparatory school for children with learning potential who are experiencing specific or generalised learning difficulties, which prevent them from achieving success in a mainstream school environment. We aim to encapsulate every child's strengths and promote these, whilst developing coping strategies to overcome areas of weakness. Through our Bellavista S.H.A.R.E arm, the professional staffs of our school are involved in training others. We believe that we are a resource to support educators and therapists in their professional development. S.H.A.R.E hosts workshops, evening talks and conferences in addition to active mentoring programmes. ?35 Wingfield Ave, Birdhaven, Johannesburg, 2196, South Africa35 Wingfield Ave, Birdhaven, Johannesburg, 2196, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","35 Wingfield Ave, Birdhaven, Johannesburg, 2196, South Africa"
Gauteng,Jhb South,info@lakewoodacademy.co.za,072 741 3979,,https://saprivateschools.co.za/listing/lakewood-international-academy/,Swimming,Tennis,Yoga,Volleyball,Ball Skills,,"Lakewood International Academy is a dynamic educational institution offering a comprehensive curriculum from Grade RR to Grade 12, following the South African CAPS (Curriculum and Assessment Policy Statement) framework. The academy is committed to providing a high-quality, holistic education that prepares students for academic success and personal growth.At Lakewood, we strongly emphasize STEM (Science, Technology, Engineering, and Mathematics) education, equipping learners with critical thinking, problem-solving, and innovative skills necessary for the 21st century. Our experienced educators and modern facilities create an engaging learning environment that nurtures students' talents and fosters a passion for knowledge.With a commitment to academic excellence and character development, Lakewood International Academy ensures that each learner is empowered to reach their full potential in a supportive and inclusive environment.31 Modulus Road, Johannesburg, Johannesburg, Gauteng 2091, South Africa2 Vinton Road, Johannesburg, Johannesburg, Gauteng 2091, South AfricaMondayOpen 24hTuesdayN/AWednesdayN/AThursdayN/AFridayN/ASaturdayN/ASundayN/A
							November 8, 2024 12:39 pm local time","31 Modulus Road, Johannesburg, Johannesburg, Gauteng 2091, South Africa"
Bela Bela,Limpopo,info@edenschool.co.za,,,https://saprivateschools.co.za/listing/eden-christian-pre-school/,Afrikaans,Dual-Medium,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"Eden Christian School consists of a combined pre-school, primary school and high school, which strives to provide excellence in academic, cultural and community activities. English is used as the medium of instruction. All students are afforded the opportunity, within a happy, secure and disciplined environment where the dignity of the individual is upheld, to develop their full potential in mind, body and spirit. We are a Value Driven School and therefore aim to make values like caring, responsibility, respect, stewardship, trustworthiness etc a lifestyle for each learner. Our values determine our thoughts, our thoughts determine our actions and our actions determine our destiny. Every child is born with a God-given purpose. We feel it our privilege to aid every learner in reaching their destiny.19 Gilfillan St, Bela-Bela, 0480, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:39 am local time","19 Gilfillan St, Bela-Bela, 0480, South Africa"
Northcliff,Randburg,northnsa@telkomsa.net,,,https://saprivateschools.co.za/listing/northcliff-nursery-pre-school/,CAPS,,Northcliff,Grade RR,Grade R,7:00 am - 3:00 pm,"We aim to provide a nurturing and secure atmosphere in which a child can develop physically, emotionally, socially and intellectually - growing in confidence and self-esteem and acquiring the skills necessary for formal education. We are a preschool in Acacia Road, Northcliff, providing quality care for children from 18 months - 6 years old. Northcliff Nursery School was founded in 1971 and have more than 40 years' experience in preschool education. Our school has four classrooms and the children are divided into four different age groups. We follow an eclectic approach, using the best educational strategies from the Reggio Emilia Approach, Montessori, CAPS curriculum and OBE programmes.Northcliff Nursery School, Acacia Road, Northcliff, Randburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","Northcliff Nursery School, Acacia Road, Northcliff, Randburg, South Africa, South Africa"
Gauteng,Bloemfontein,info@castlebridgeschool.co.za,,,https://saprivateschools.co.za/listing/castle-bridge-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Castle Bridge School caters for learner from grade R to Grade 12 and it offers an ideal environment in which to educate our leaders of tomorrow. This is special school which takes a holistic approach to educating our children. We do not focus only on academic achievements but we believe in also developing the students socially, physically and culturally. This is achieved through various extra-curricular activities that the school offers. Our Vision is: to provide a nurturing and supportive learning environment that offers a high quality education that equips young people with relevant knowledge, skills and values to be responsible and contributing citizens and family members. Our Mission is to make this a reality by: Ensuring that the school is a safe and secure environment for educators, learners, parents, workers and other stake-holders. Cnr. Kolbe Avenue &, James Dick St, Willows, Bloemfontein, 9320, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:40 am local time","Cnr. Kolbe Avenue &, James Dick St, Willows, Bloemfontein, 9320, South Africa"
